"","V1","V2"
"1",-28.4202685153927,-9.85296132036187
"2",-13.5567160344936,-10.92960944612
"3",-18.0567318112378,-13.0126840900226
"4",-9.85399116756191,-4.37691346579752
"5",-26.760170358468,-10.36300204366
"6",-9.10846378673595,-2.76607005517546
"7",-9.45330058257078,-2.88525838039127
"8",-23.9685153180122,-8.61032803444313
"9",-14.5819857392623,-6.51787008128355
"10",-4.23934231288234,1.36073300484003
"11",-21.0461832252151,1.88728618645918
"12",-28.8307091426143,-8.85113363531156
"13",-14.8581284044874,-4.61711756403797
"14",-27.9753472208307,-2.42950452460286
"15",-5.73600765315812,9.59460286488213
"16",-12.3239327526727,2.16933809465504
"17",-17.9502165102946,-18.3164388961058
"18",-12.2720978214504,-16.7567410057398
"19",-21.3535619967938,3.77624992597699
"20",-14.4372564140607,-5.18853761059378
"21",-29.2595989746505,-10.6366174004603
"22",-17.1284273129196,7.4645678071075
"23",-10.1792189209418,-0.59067592897759
"24",-13.9279162523257,-2.67501221661457
"25",-19.4884847567609,-1.26307135333182
"26",-12.9653349684356,-8.97390415129579
"27",-18.5130479820862,2.72348853384417
"28",-17.1110912481263,7.12505445701567
"29",-19.3672282141172,5.65478730831447
"30",-22.2061671138835,-5.51235932067136
"31",-3.10843808478814,-2.61623164352187
"32",-4.45824732724456,-4.08771541765504
"33",-18.5895817846121,-6.01711301891638
"34",-19.2542958041243,6.69438131679355
"35",-11.1925957494189,5.54978261153408
"36",-7.40273916950761,1.83604355538842
"37",-9.96895988816539,-0.525005109337208
"38",-4.89262113106548,-4.36307082770718
"39",-20.8603892854295,-21.8713004072111
"40",-20.5221656487082,6.82666148996716
"41",-19.9390875994879,-18.520939668952
"42",-16.2771529645973,-16.1705347598959
"43",-19.3558272472825,1.88720156740641
"44",-11.3305119154156,5.77254579282233
"45",-12.6606921877787,4.1002207241189
"46",-26.0646632792583,-5.08747384990357
"47",-4.75836339917004,9.45035801878379
"48",-12.0665489840239,-2.74691599109215
"49",-6.19899185667718,1.72711498207339
"50",-11.3464598429068,-3.94452614523035
"51",-13.0572123420873,-8.76388167489992
"52",-19.8087661555439,-13.9582029427132
"53",-20.4511627951028,21.5359651207001
"54",-10.312154060645,-0.499234006805926
"55",-20.5043872870116,-16.6271015394123
"56",-18.786289065039,-4.4972140116974
"57",-7.44539423414589,-2.01407071617302
"58",-25.6466638038411,-5.26901919089652
"59",-16.9918285841468,-3.22663958828542
"60",-5.30679801302997,-0.474438661791227
"61",-21.888526332922,-3.74793367262907
"62",-17.56837975275,4.01210675849902
"63",-20.4067431583089,-16.4047092859613
"64",-14.1051069397843,-6.71430042528136
"65",-26.0963045811471,-9.32561889751569
"66",-11.3442076894424,5.92782890598687
"67",-26.0522818467174,23.0720520491089
"68",-22.0284527995495,-11.0921769371694
"69",-12.0201099185431,1.1151105394336
"70",-11.2943155947121,0.492273646875707
"71",-6.60768728447461,-3.07871081750573
"72",-4.88818426986694,0.251715966101882
"73",-17.7836590601134,-8.59652937557187
"74",-23.3051296554644,-16.5841135069901
"75",-4.97853824765341,21.4812815196895
"76",-7.44684926172951,-7.26548283275658
"77",-13.6005287359797,-16.8993093224855
"78",-10.2299172432318,-6.81818815068441
"79",-20.0878891769687,2.4461895876168
"80",-15.6098261390657,-18.1509214732772
"81",-24.2280684190118,4.2315767242271
"82",-27.307513048265,23.2152613235516
"83",-18.2092920025112,-19.2897115635646
"84",-7.22814572885256,9.57329779517593
"85",-11.3776416582761,-3.64205322506024
"86",-19.359583548217,-4.17746618069419
"87",-21.9345804638039,-15.8050325493447
"88",-4.84777834166032,-3.78326427563947
"89",-23.7235718178955,-11.41142893174
"90",-21.11449658545,5.83410467654613
"91",-24.9829785384545,-16.6163557840029
"92",-20.9850973443792,-12.9687136019063
"93",-19.2171000318058,-7.50736467090565
"94",-16.8558159607783,-1.7686086689078
"95",-28.3441538995607,-13.7792165862106
"96",-14.0149997535146,-9.52121254549138
"97",-9.17883836381534,0.275537713833839
"98",-8.26204035127831,1.64205967031769
"99",-13.470833507592,-7.52021943943321
"100",-22.907717439609,-1.13482948492757
"101",-7.26881953580939,0.84074342806473
"102",-8.34439468542181,-5.43762059367953
"103",-21.9485856655326,-13.4988544795971
"104",-13.2098052660728,-4.32263576461459
"105",-21.8903625400624,1.27135975897628
"106",-19.0200293193248,-1.08300362076462
"107",-9.50170091759056,-3.33237622702905
"108",2.65146983229409,-15.7840114673976
"109",-18.3317505553788,-21.6942781386416
"110",-19.3430636605543,4.04666055544375
"111",-25.0273150584968,-9.54363932167888
"112",-17.5776988058153,7.16182586579071
"113",-19.7180063104836,-2.52137921425247
"114",-17.7770721831182,3.37442497846377
"115",-6.82657213541019,-2.04158583521321
"116",-12.07941024121,1.5430547564778
"117",-11.7424822288507,-6.45554836317603
"118",-17.6279241666747,7.14342385673051
"119",-26.7133450670913,-5.41235693459485
"120",-15.824866869284,-0.260518041517195
"121",-27.3567853251693,-6.81629288083535
"122",-19.2688938770463,-9.41297184575992
"123",-8.27164039780531,7.79820157378715
"124",-20.8246368987377,7.22741408824487
"125",-17.3903589365055,7.25630259399712
"126",-20.9164437986912,3.393812122339
"127",-27.8049056283107,-2.90017516489607
"128",-23.812691108984,-1.05663037510058
"129",-26.3736672835611,-4.80284987450734
"130",-14.6004092354248,-4.91175709271424
"131",-13.7602841346815,-4.57847721710895
"132",-29.0725020849767,-9.65620029121789
"133",-12.4133194046006,-6.60470851989688
"134",-7.4918041710768,-7.3170161104547
"135",-16.1547873860259,-0.0135138495089443
"136",-19.9461318647946,8.1096725898454
"137",-11.739351407088,-6.97606827402097
"138",-14.5744696174627,-19.9035004196306
"139",-16.0287675862674,-17.7029495960585
"140",-23.763739729809,-11.7624848370472
"141",-26.1640947949235,-15.9670135423595
"142",-3.15005505267317,-1.24328509551965
"143",-22.4820495291639,-0.862126128177977
"144",-6.53804848466196,-4.95164166743092
"145",-23.715582325671,-12.1386458465376
"146",-17.7737102780293,-15.7982059180077
"147",-24.5065711116464,22.7694347358305
"148",-7.10790779351501,-1.58097668826844
"149",-19.7695701660371,-0.0673025945628234
"150",-4.4788694255292,-13.6686384904926
"151",-11.2598765684056,0.340517074790903
"152",-24.7957447041363,-15.3511343496062
"153",-4.6109290056325,-3.26140046113024
"154",-26.7835412405565,-9.5220500907298
"155",-5.68082540048712,1.55116587048048
"156",-14.2032092592153,-0.907412671757586
"157",-11.1215640941579,5.43195923291686
"158",-5.09418827462341,0.855081609156424
"159",-11.129202845793,-1.43325933779444
"160",-6.35601688519654,1.30410119711807
"161",-16.49797448496,-0.328070237422295
"162",-21.9713020866704,-8.66423612987851
"163",-17.194202234861,-6.28858918286058
"164",-8.14887159515337,-2.61392811430011
"165",-5.09111311282866,10.0262569790441
"166",-7.3620069287276,-4.93915895976945
"167",-28.8939117567849,-1.79682986607541
"168",-9.28515762254859,-4.50501015509242
"169",-10.0457085572956,-9.7456873204344
"170",-21.0695198595263,-20.7675794161389
"171",-21.3855814481843,-1.42246119060692
"172",-22.7897281753135,23.2517016337511
"173",-4.37062261841107,1.48894932777843
"174",-7.99456057217528,2.02847632203658
"175",-13.4941739290334,-17.6694322312544
"176",-19.1326432016971,2.47805216082507
"177",-13.8313015833851,3.29695290566206
"178",-14.9968240251523,4.8585088631428
"179",-28.0052158569929,-2.24684582856412
"180",-8.03164415052776,12.0489177819166
"181",-27.3779456204067,-7.30222673329824
"182",-23.2347017961649,-19.7784270284676
"183",-22.8392139756454,0.158894078664103
"184",-17.7356648785981,7.43956904025607
"185",-16.2731616657553,-15.5574347268441
"186",-25.4168458324313,-11.2503757710115
"187",-13.861368132903,5.99659176671852
"188",-14.1487016207688,5.9435475258474
"189",-15.2589437769205,-17.0825844706817
"190",-18.5991793715003,-5.03478245928928
"191",-28.462984157601,-13.2223331351191
"192",-25.8255671410932,-3.88160019086241
"193",-18.7315742218217,-20.5383193053887
"194",-24.2349297352506,1.27096549405114
"195",-27.9716617629584,-10.522461265462
"196",-11.4224824965795,0.463560177304119
"197",-16.0805984880077,2.40048191579428
"198",-18.2103794560084,4.83700863867131
"199",-22.3113736911722,22.8959705851034
"200",-14.4082270100728,1.00189532031975
"201",-5.88519292513703,9.74052522963692
